hemma,borta,hemmamal,bortamal,publik,domare,datum,sasong
Göteborg,Örgryte,3,6,6 858,Gustav Thisell,1932-08-12,1932_1933
Örgryte,Elfsborg,3,5,5 979,Ivar Gustafsson,1932-08-14,1932_1933
Sleipner,Sandviken,4,5,4 110,David Andersson,1932-08-14,1932_1933
Malmö,Halmia,2,2,6 924,Gunnar Wenzel,1932-08-14,1932_1933
Helsingborg,Landskrona,3,0,4 068,John Andersson,1932-08-14,1932_1933
AIK,IFK Eskilstuna,2,3,13 261,Helmer Edlund,1932-08-14,1932_1933
Gais,Göteborg,2,2,7 701,Thore Ekström,1932-08-19,1932_1933
Sandviken,Sleipner,1,1,3 608,Ernst Eriksson,1932-08-21,1932_1933
Helsingborg,Örgryte,2,2,5 751,Ragnar Bäckström,1932-08-21,1932_1933
Halmia,Gais,1,4,5 527,Otto Ohlsson,1932-08-21,1932_1933
Göteborg,Landskrona,5,1,6 264,Ivan Eklind,1932-08-21,1932_1933
IFK Eskilstuna,Malmö,3,2,4 621,Sölve Flisberg,1932-08-21,1932_1933
AIK,Elfsborg,4,0,14 071,Axel Hult,1932-08-21,1932_1933
Sleipner,Örgryte,2,0,5 053,Erik Malmström,1932-08-28,1932_1933
Malmö,Göteborg,0,5,6 648,Knut Lensing,1932-08-28,1932_1933
Landskrona,AIK,4,2,1 476,Oscar Wallander,1932-08-28,1932_1933
Gais,Sandviken,1,3,7 437,Alfred Pärsson,1932-08-28,1932_1933
IFK Eskilstuna,Helsingborg,3,3,4 430,Gustaf Ekberg,1932-08-28,1932_1933
Elfsborg,Halmia,4,0,4 977,Carl Olsson,1932-08-28,1932_1933
Örgryte,Landskrona,3,2,5 451,Osborn Wenzel,1932-09-04,1932_1933
Sleipner,Elfsborg,1,1,5 144,Otto Ohlsson,1932-09-04,1932_1933
Sandviken,Göteborg,2,2,5 419,Gustav Thisell,1932-09-04,1932_1933
Malmö,Gais,0,4,7 246,Thore Ekström,1932-09-04,1932_1933
Helsingborg,Halmia,6,1,4 799,Helmer Edlund,1932-09-04,1932_1933
IFK Eskilstuna,AIK,5,3,12 434,Harvid Abrahamsson,1932-09-04,1932_1933
Sandviken,AIK,0,2,8 551,Gösta Pejne,1932-09-11,1932_1933
Landskrona,Gais,2,5,1 583,Ivan Eklind,1932-09-11,1932_1933
Helsingborg,Sleipner,4,2,3 738,Gunnar Wenzel,1932-09-11,1932_1933
Halmia,IFK Eskilstuna,2,5,3 283,David Andersson,1932-09-11,1932_1933
Göteborg,Malmö,7,2,7 869,John Andersson,1932-09-11,1932_1933
Elfsborg,Örgryte,2,1,4 343,Sölve Flisberg,1932-09-11,1932_1933
Sandviken,Örgryte,3,2,2 509,Ivar Gustafsson,1932-09-18,1932_1933
Malmö,Landskrona,3,2,7 007,Elias Englund,1932-09-18,1932_1933
Helsingborg,IFK Eskilstuna,1,2,6 238,Carl Olsson,1932-09-18,1932_1933
Halmia,Sleipner,3,0,3 298,Axel Hult,1932-09-18,1932_1933
Gais,Elfsborg,5,3,10 840,Erik Malmström,1932-09-18,1932_1933
AIK,Göteborg,6,1,19 767,Helmer Edlund,1932-09-18,1932_1933
Sleipner,Göteborg,2,1,6 119,Ivan Eklind,1932-10-02,1932_1933
Sandviken,Halmia,3,1,2 090,Ragnar Bäckström,1932-10-02,1932_1933
Landskrona,IFK Eskilstuna,1,3,1 986,Thore Ekström,1932-10-02,1932_1933
Elfsborg,AIK,0,1,8 411,Otto Ohlsson,1932-10-02,1932_1933
Örgryte,Helsingborg,0,1,11 290,Knut Lensing,1932-10-02,1932_1933
Malmö,Sandviken,4,3,7 092,Harvid Abrahamsson,1932-10-09,1932_1933
Helsingborg,Gais,2,1,7 697,Gustaf Ekberg,1932-10-09,1932_1933
Halmia,Örgryte,2,1,3 213,Erik Malmström,1932-10-09,1932_1933
Göteborg,Elfsborg,2,1,11 765,Axel Hult,1932-10-09,1932_1933
IFK Eskilstuna,Landskrona,0,3,5 021,Ivar Gustafsson,1932-10-09,1932_1933
AIK,Sleipner,6,1,16 581,Oscar Wallander,1932-10-09,1932_1933
Landskrona,Halmia,0,1,2 610,Sölve Flisberg,1932-10-16,1932_1933
Gais,Helsingborg,9,2,15 163,Elias Englund,1932-10-16,1932_1933
IFK Eskilstuna,Sleipner,1,2,5 408,Osborn Wenzel,1932-10-16,1932_1933
Elfsborg,Malmö,7,1,3 667,David Andersson,1932-10-16,1932_1933
AIK,Sandviken,6,2,19 138,Carl Olsson,1932-10-16,1932_1933
Örgryte,AIK,0,1,20 675,Axel Hult,1932-10-23,1932_1933
Sleipner,Landskrona,2,3,5 213,Gustav Thisell,1932-10-23,1932_1933
Sandviken,Gais,2,4,4 265,John Andersson,1932-10-23,1932_1933
Malmö,IFK Eskilstuna,1,5,7 509,Gunnar Wenzel,1932-10-23,1932_1933
Helsingborg,Elfsborg,6,0,4 695,Ragnar Bäckström,1932-10-23,1932_1933
Halmia,Göteborg,1,0,4 702,Gunnar Olofsson,1932-10-23,1932_1933
Sleipner,Malmö,1,1,5 077,Ivar Gustafsson,1932-10-30,1932_1933
Landskrona,Elfsborg,3,3,1 659,Knut Lensing,1932-10-30,1932_1933
Halmia,Sandviken,0,2,4 322,Harvid Abrahamsson,1932-10-30,1932_1933
Göteborg,Helsingborg,2,2,13 554,Ivan Eklind,1932-10-30,1932_1933
IFK Eskilstuna,Örgryte,2,3,5 182,Helmer Edlund,1932-10-30,1932_1933
AIK,Gais,0,0,20 436,Otto Ohlsson,1932-10-30,1932_1933
Örgryte,Malmö,2,4,8 292,Helmer Edlund,1933-04-02,1932_1933
Halmia,Landskrona,1,1,4 155,Gunnar Wenzel,1933-04-02,1932_1933
Landskrona,Sandviken,3,1,2 138,Oscar Wallander,1933-04-09,1932_1933
Helsingborg,Malmö,6,1,5 170,Ivan Eklind,1933-04-09,1932_1933
Göteborg,Sleipner,5,0,7 393,Erik Malmström,1933-04-09,1932_1933
Örgryte,Halmia,1,1,12 137,Axel Hult,1933-04-14,1932_1933
Gais,Malmö,4,2,7 754,Ivar Gustafsson,1933-04-16,1932_1933
Göteborg,Sandviken,1,0,10 277,Gustaf Ekberg,1933-04-17,1932_1933
Sleipner,AIK,2,3,8 511,Harvid Abrahamsson,1933-04-17,1932_1933
Halmia,Helsingborg,1,2,5 994,David Andersson,1933-04-17,1932_1933
Elfsborg,IFK Eskilstuna,3,1,4 687,Otto Ohlsson,1933-04-17,1932_1933
Sleipner,Halmia,1,0,6 233,Carl Olsson,1933-04-23,1932_1933
Malmö,Elfsborg,4,1,7 532,John Andersson,1933-04-23,1932_1933
Gais,IFK Eskilstuna,5,1,10 308,Elias Englund,1933-04-23,1932_1933
AIK,Landskrona,6,1,12 098,Sölve Flisberg,1933-04-23,1932_1933
Örgryte,Sleipner,1,0,11 065,Ragnar Bäckström,1933-04-30,1932_1933
Sandviken,Landskrona,2,2,2 431,Osborn Wenzel,1933-04-30,1932_1933
Helsingborg,AIK,2,1,12 553,Oscar Wallander,1933-04-30,1932_1933
IFK Eskilstuna,Elfsborg,3,0,3 207,Gustaf Ekberg,1933-04-30,1932_1933
Göteborg,Gais,3,1,13 267,Helmer Edlund,1933-05-05,1932_1933
Sandviken,Helsingborg,1,2,2 503,Georg Wittboldt,1933-05-07,1932_1933
Landskrona,Malmö,2,0,4 580,Knut Lensing,1933-05-07,1932_1933
Göteborg,Halmia,1,0,9 613,Gunnar Olofsson,1933-05-07,1932_1933
IFK Eskilstuna,Gais,0,1,3 935,Ivan Eklind,1933-05-07,1932_1933
Elfsborg,Sleipner,3,0,3 952,David Andersson,1933-05-07,1932_1933
AIK,Örgryte,2,0,8 767,Erik Malmström,1933-05-07,1932_1933
Örgryte,Göteborg,3,1,10 187,Ivar Gustafsson,1933-05-12,1932_1933
IFK Eskilstuna,Halmia,2,6,3 938,John Andersson,1933-05-14,1932_1933
Sleipner,Helsingborg,0,2,7 502,Gunnar Wenzel,1933-05-14,1932_1933
Sandviken,Elfsborg,1,1,1 119,Elias Englund,1933-05-14,1932_1933
Gais,AIK,3,2,21 989,Axel Westerlund,1933-05-14,1932_1933
Gais,Örgryte,0,2,12 156,Ragnar Bäckström,1933-05-19,1932_1933
Helsingborg,Sandviken,3,1,6 135,Ivan Eklind,1933-05-21,1932_1933
Gais,Landskrona,5,0,8 525,Knut Lensing,1933-05-21,1932_1933
Elfsborg,Göteborg,3,2,4 688,Axel Hult,1933-05-21,1932_1933
AIK,Malmö,1,1,16 911,Carl Olsson,1933-05-21,1932_1933
Örgryte,IFK Eskilstuna,4,2,8 525,Otto Ohlsson,1933-05-21,1932_1933
Sandviken,IFK Eskilstuna,3,0,2 756,Carl Sundelius,1933-05-25,1932_1933
Malmö,Sleipner,3,5,9 452,Gustaf Ekberg,1933-05-25,1932_1933
Landskrona,Helsingborg,0,4,6 854,Ivar Gustafsson,1933-05-25,1932_1933
Halmia,Elfsborg,4,1,5 852,Alfred Pärsson,1933-05-25,1932_1933
Göteborg,AIK,3,0,10 733,Sölve Flisberg,1933-05-25,1932_1933
Malmö,Örgryte,2,0,7 913,Elias Englund,1933-05-28,1932_1933
Helsingborg,Göteborg,5,3,7 245,Helmer Edlund,1933-05-28,1932_1933
Gais,Sleipner,3,1,4 603,Ivar Gustafsson,1933-05-28,1932_1933
IFK Eskilstuna,Sandviken,3,3,2 911,Gunnar Karlsson,1933-05-28,1932_1933
Elfsborg,Landskrona,2,5,3 043,Osborn Wenzel,1933-05-28,1932_1933
AIK,Halmia,2,3,17 245,Oscar Wallander,1933-05-28,1932_1933
Örgryte,Sandviken,4,3,4 012,Axel Hult,1933-06-05,1932_1933
Sleipner,IFK Eskilstuna,2,0,7 091,Ivan Eklind,1933-06-05,1932_1933
Landskrona,Göteborg,2,4,2 819,Gustaf Ekberg,1933-06-05,1932_1933
Halmia,Malmö,1,3,5 922,Ragnar Bäckström,1933-06-05,1932_1933
Elfsborg,Gais,0,3,4 718,Erik Malmström,1933-06-05,1932_1933
AIK,Helsingborg,2,4,17 090,Sölve Flisberg,1933-06-05,1932_1933
Sandvikens IF,IFK Göteborg,4,1,NA,NA,1933-07-30,1933_1934
Helsingborgs IF,Gefle IF FF,5,1,NA,NA,1933-07-30,1933_1934
Halmstads BK,AIK,2,2,NA,NA,1933-07-30,1933_1934
Örgryte IS,IS Halmia,3,3,NA,NA,1933-07-30,1933_1934
IFK Eskilstuna,IF Elfsborg,1,1,NA,NA,1933-07-30,1933_1934
GAIS,IFK Göteborg,0,1,NA,NA,1933-08-04,1933_1934
GAIS,IFK Eskilstuna,2,2,NA,NA,1933-08-06,1933_1934
IS Halmia,Helsingborgs IF,1,2,NA,NA,1933-08-06,1933_1934
Sandvikens IF,Halmstads BK,6,0,NA,NA,1933-08-06,1933_1934
AIK,Gefle IF FF,4,2,NA,NA,1933-08-06,1933_1934
Gefle IF FF,Sandvikens IF,2,3,NA,NA,1933-08-09,1933_1934
Halmstads BK,IS Halmia,0,0,NA,NA,1933-08-11,1933_1934
IFK Göteborg,Örgryte IS,4,0,NA,NA,1933-08-11,1933_1934
Sandvikens IF,AIK,5,3,NA,NA,1933-08-13,1933_1934
IS Halmia,Örgryte IS,2,1,NA,NA,1933-08-13,1933_1934
Helsingborgs IF,GAIS,3,1,NA,NA,1933-08-13,1933_1934
IFK Eskilstuna,Gefle IF FF,7,4,NA,NA,1933-08-13,1933_1934
IFK Göteborg,Halmstads BK,1,3,NA,NA,1933-08-13,1933_1934
Örgryte IS,GAIS,5,3,NA,NA,1933-08-18,1933_1934
IFK Eskilstuna,Halmstads BK,2,3,NA,NA,1933-08-20,1933_1934
Gefle IF FF,Helsingborgs IF,2,2,NA,NA,1933-08-20,1933_1934
Örgryte IS,Sandvikens IF,1,1,NA,NA,1933-08-20,1933_1934
IS Halmia,IF Elfsborg,1,2,NA,NA,1933-08-20,1933_1934
AIK,IFK Göteborg,2,3,NA,NA,1933-08-20,1933_1934
GAIS,IS Halmia,5,2,NA,NA,1933-08-27,1933_1934
Gefle IF FF,AIK,2,1,NA,NA,1933-08-27,1933_1934
Helsingborgs IF,Sandvikens IF,7,2,NA,NA,1933-08-27,1933_1934
Halmstads BK,IFK Eskilstuna,4,1,NA,NA,1933-08-27,1933_1934
IF Elfsborg,IFK Göteborg,2,2,NA,NA,1933-08-27,1933_1934
IFK Eskilstuna,AIK,4,2,NA,NA,1933-09-03,1933_1934
IS Halmia,Gefle IF FF,2,1,NA,NA,1933-09-03,1933_1934
Sandvikens IF,Örgryte IS,1,3,NA,NA,1933-09-03,1933_1934
IF Elfsborg,Helsingborgs IF,4,2,NA,NA,1933-09-03,1933_1934
Helsingborgs IF,IFK Göteborg,0,1,NA,NA,1933-09-10,1933_1934
IS Halmia,GAIS,2,1,NA,NA,1933-09-10,1933_1934
Örgryte IS,IF Elfsborg,4,3,NA,NA,1933-09-10,1933_1934
AIK,Helsingborgs IF,2,5,NA,NA,1933-09-17,1933_1934
IFK Eskilstuna,IS Halmia,3,0,NA,NA,1933-09-17,1933_1934
GAIS,Gefle IF FF,1,2,NA,NA,1933-09-17,1933_1934
IF Elfsborg,Sandvikens IF,4,3,NA,NA,1933-09-17,1933_1934
Gefle IF FF,GAIS,2,5,NA,NA,1933-10-01,1933_1934
Halmstads BK,IF Elfsborg,4,4,NA,NA,1933-10-01,1933_1934
Helsingborgs IF,Örgryte IS,2,1,NA,NA,1933-10-01,1933_1934
Sandvikens IF,IS Halmia,3,2,NA,NA,1933-10-01,1933_1934
IFK Göteborg,IFK Eskilstuna,4,3,NA,NA,1933-10-01,1933_1934
IS Halmia,AIK,0,0,NA,NA,1933-10-08,1933_1934
Sandvikens IF,Helsingborgs IF,1,3,NA,NA,1933-10-08,1933_1934
Örgryte IS,Gefle IF FF,3,1,NA,NA,1933-10-08,1933_1934
IFK Eskilstuna,IFK Göteborg,2,9,NA,NA,1933-10-08,1933_1934
IF Elfsborg,GAIS,1,3,NA,NA,1933-10-08,1933_1934
IFK Eskilstuna,Sandvikens IF,4,1,NA,NA,1933-10-15,1933_1934
GAIS,AIK,2,3,NA,NA,1933-10-15,1933_1934
Helsingborgs IF,Halmstads BK,1,4,NA,NA,1933-10-15,1933_1934
Gefle IF FF,Örgryte IS,1,0,NA,NA,1933-10-15,1933_1934
Sandvikens IF,IF Elfsborg,5,4,NA,NA,1933-10-22,1933_1934
Halmstads BK,GAIS,0,3,NA,NA,1933-10-22,1933_1934
IFK Göteborg,Helsingborgs IF,2,4,NA,NA,1933-10-22,1933_1934
Gefle IF FF,IS Halmia,3,2,NA,NA,1933-10-22,1933_1934
AIK,Örgryte IS,2,2,NA,NA,1933-10-22,1933_1934
IS Halmia,Sandvikens IF,3,3,NA,NA,1933-10-29,1933_1934
Örgryte IS,AIK,1,0,NA,NA,1933-10-29,1933_1934
IF Elfsborg,Halmstads BK,3,1,NA,NA,1933-10-29,1933_1934
IFK Eskilstuna,GAIS,1,5,NA,NA,1933-10-29,1933_1934
Helsingborgs IF,IFK Eskilstuna,3,1,NA,NA,1933-11-05,1933_1934
GAIS,Sandvikens IF,5,1,NA,NA,1933-11-05,1933_1934
IS Halmia,IFK Göteborg,1,1,NA,NA,1933-11-05,1933_1934
AIK,Halmstads BK,2,3,NA,NA,1933-11-05,1933_1934
IF Elfsborg,Örgryte IS,3,2,NA,NA,1933-11-05,1933_1934
Halmstads BK,Gefle IF FF,4,1,NA,NA,1933-11-12,1933_1934
AIK,IS Halmia,3,0,NA,NA,1933-11-12,1933_1934
IFK Göteborg,Sandvikens IF,5,2,NA,NA,1933-11-12,1933_1934
Halmstads BK,Helsingborgs IF,0,1,NA,NA,1934-04-02,1933_1934
IFK Göteborg,IF Elfsborg,2,1,NA,NA,1934-04-02,1933_1934
GAIS,Halmstads BK,3,3,NA,NA,1934-04-08,1933_1934
IF Elfsborg,IFK Eskilstuna,4,1,NA,NA,1934-04-08,1933_1934
IFK Göteborg,Gefle IF FF,4,0,NA,NA,1934-04-15,1933_1934
IS Halmia,IFK Eskilstuna,0,2,NA,NA,1934-04-15,1933_1934
Helsingborgs IF,IF Elfsborg,2,1,NA,NA,1934-04-15,1933_1934
Örgryte IS,Helsingborgs IF,4,0,NA,NA,1934-04-22,1933_1934
IF Elfsborg,IS Halmia,1,0,NA,NA,1934-04-22,1933_1934
Gefle IF FF,IFK Eskilstuna,2,2,NA,NA,1934-04-22,1933_1934
AIK,GAIS,0,3,NA,NA,1934-04-22,1933_1934
IFK Göteborg,GAIS,1,2,NA,NA,1934-04-27,1933_1934
Örgryte IS,Halmstads BK,1,0,NA,NA,1934-04-29,1933_1934
IFK Göteborg,IS Halmia,3,1,NA,NA,1934-04-29,1933_1934
Sandvikens IF,Gefle IF FF,2,3,NA,NA,1934-04-29,1933_1934
IF Elfsborg,AIK,2,4,NA,NA,1934-04-29,1933_1934
IFK Eskilstuna,Helsingborgs IF,2,3,NA,NA,1934-04-29,1933_1934
Örgryte IS,IFK Göteborg,3,0,NA,NA,1934-05-04,1933_1934
Helsingborgs IF,AIK,1,3,NA,NA,1934-05-06,1933_1934
Örgryte IS,IFK Eskilstuna,1,2,NA,NA,1934-05-06,1933_1934
Sandvikens IF,GAIS,2,3,NA,NA,1934-05-06,1933_1934
Halmstads BK,IFK Göteborg,1,2,NA,NA,1934-05-06,1933_1934
Gefle IF FF,IF Elfsborg,1,1,NA,NA,1934-05-06,1933_1934
GAIS,Helsingborgs IF,2,1,NA,NA,1934-05-10,1933_1934
Sandvikens IF,IFK Eskilstuna,1,2,NA,NA,1934-05-10,1933_1934
Gefle IF FF,Halmstads BK,1,3,NA,NA,1934-05-10,1933_1934
AIK,IF Elfsborg,1,1,NA,NA,1934-05-10,1933_1934
IFK Göteborg,AIK,3,3,NA,NA,1934-05-13,1933_1934
Halmstads BK,Sandvikens IF,1,2,NA,NA,1934-05-13,1933_1934
IF Elfsborg,Gefle IF FF,2,2,NA,NA,1934-05-13,1933_1934
IFK Eskilstuna,Örgryte IS,0,1,NA,NA,1934-05-13,1933_1934
AIK,IFK Eskilstuna,2,0,NA,NA,1934-05-18,1933_1934
IS Halmia,Halmstads BK,1,2,NA,NA,1934-05-18,1933_1934
GAIS,Örgryte IS,2,1,NA,NA,1934-05-18,1933_1934
Gefle IF FF,IFK Göteborg,4,3,NA,NA,1934-05-21,1933_1934
Helsingborgs IF,IS Halmia,2,0,NA,NA,1934-05-21,1933_1934
Halmstads BK,Örgryte IS,5,1,NA,NA,1934-05-21,1933_1934
GAIS,IF Elfsborg,3,1,NA,NA,1934-05-21,1933_1934
AIK,Sandvikens IF,1,1,NA,NA,1934-05-21,1933_1934
Sleipner,Elfsborg,4,0,6 584,Rudolf Eklöw,1934-07-29,1934_1935
Sandviken,Helsingborg,3,2,4 900,Gustaf Ekberg,1934-07-29,1934_1935
Landskrona,AIK,0,4,4 065,John Johansson,1934-07-29,1934_1935
Halmstad,Göteborg,0,2,6 396,Otto Ohlsson,1934-07-29,1934_1935
Gefle,Örgryte,1,2,3 109,Carl-Erik Nilsson,1934-07-29,1934_1935
Gais,IFK Eskilstuna,4,0,6 070,Carl E. Andersson,1934-07-29,1934_1935
Gais,Örgryte,2,1,7 676,Ragnar Bäckström,1934-08-03,1934_1935
Sleipner,IFK Eskilstuna,3,3,7 300,Georg Wittboldt,1934-08-05,1934_1935
Helsingborg,Landskrona,1,3,6 130,John Andersson,1934-08-05,1934_1935
Halmstad,Elfsborg,1,1,5 243,Erik Malmström,1934-08-05,1934_1935
Göteborg,Sandviken,3,0,7 601,Alfred Pärsson,1934-08-05,1934_1935
AIK,Gefle,2,2,13 000,Sölve Flisberg,1934-08-05,1934_1935
Sandviken,Gefle,3,1,3 990,Ernst Hansson,1934-08-08,1934_1935
Göteborg,Gais,5,2,11 454,John Andersson,1934-08-10,1934_1935
Örgryte,Landskrona,6,1,5 981,Carl-Gustav Carlsson,1934-08-12,1934_1935
Gefle,Halmstad,3,1,3 427,Carl Sundelius,1934-08-12,1934_1935
IFK Eskilstuna,Helsingborg,2,1,4 360,Ivan Eklind,1934-08-12,1934_1935
Elfsborg,Sandviken,2,4,5 203,Erik Björk,1934-08-12,1934_1935
AIK,Sleipner,6,1,14 000,Oscar Wallander,1934-08-12,1934_1935
Örgryte,Göteborg,1,4,16 236,Otto Ohlsson,1934-08-17,1934_1935
Sleipner,AIK,1,1,10 500,Erik Malmström,1934-08-19,1934_1935
Landskrona,Helsingborg,0,5,4 972,Gunnar Wenzel,1934-08-19,1934_1935
Gais,Gefle,3,1,4 033,Gunnar Olofsson,1934-08-19,1934_1935
IFK Eskilstuna,Sandviken,0,2,3 808,Thore Ekström,1934-08-19,1934_1935
Elfsborg,Halmstad,3,2,1 862,Gustaf Ekberg,1934-08-19,1934_1935
Sandviken,Örgryte,5,2,4 400,Ivan Eklind,1934-08-26,1934_1935
Landskrona,IFK Eskilstuna,2,0,1 843,Ragnar Bäckström,1934-08-26,1934_1935
Helsingborg,Elfsborg,3,4,5 267,Osborn Wenzel,1934-08-26,1934_1935
Göteborg,Halmstad,1,0,11 336,Erik Granqvist,1934-08-26,1934_1935
Gefle,Sleipner,3,7,3 803,Elias Englund,1934-08-26,1934_1935
AIK,Gais,4,1,17 000,Helmer Edlund,1934-08-26,1934_1935
Örgryte,Sandviken,6,1,6 932,Sölve Flisberg,1934-09-02,1934_1935
Sleipner,Helsingborg,4,2,7 600,Ivar Gustafsson,1934-09-02,1934_1935
Halmstad,Gais,2,1,2 951,Alfred Pärsson,1934-09-02,1934_1935
Gefle,Landskrona,2,2,2 762,Rudolf Eklöw,1934-09-02,1934_1935
IFK Eskilstuna,AIK,3,2,7 830,Carl Simonsson,1934-09-02,1934_1935
Landskrona,Örgryte,1,0,2 088,Thore Ekström,1934-09-09,1934_1935
Gais,Sandviken,1,2,8 768,John Andersson,1934-09-09,1934_1935
IFK Eskilstuna,Göteborg,3,2,5 529,Ernst Hansson,1934-09-09,1934_1935
Elfsborg,Sleipner,3,1,6 000,John Johansson,1934-09-09,1934_1935
AIK,Halmstad,0,3,14 000,Carl E. Andersson,1934-09-09,1934_1935
Sandviken,Elfsborg,3,2,4 474,Georg Wittboldt,1934-09-16,1934_1935
Helsingborg,Gais,0,4,5 050,Gustaf Ekberg,1934-09-16,1934_1935
Halmstad,Sleipner,1,3,5 400,Erik Björk,1934-09-16,1934_1935
Göteborg,Landskrona,2,1,9 247,Oscar Lindén,1934-09-16,1934_1935
Gefle,IFK Eskilstuna,4,1,3 900,Ivan Eklind,1934-09-16,1934_1935
Örgryte,Sleipner,2,1,9 527,Erik Malmström,1934-09-30,1934_1935
Sandviken,Gais,3,3,4 200,Ragnar Bäckström,1934-09-30,1934_1935
Helsingborg,Göteborg,2,2,4 774,Helmer Edlund,1934-09-30,1934_1935
Halmstad,IFK Eskilstuna,2,1,4 008,David Andersson,1934-09-30,1934_1935
Gefle,AIK,1,4,6 616,Harvid Abrahamsson,1934-09-30,1934_1935
Elfsborg,Landskrona,5,1,5 010,Carl Olsson,1934-09-30,1934_1935
AIK,Elfsborg,7,2,12 000,Carl-Erik Nilsson,1934-10-07,1934_1935
IFK Eskilstuna,Halmstad,5,2,4 122,Georg Wittboldt,1934-10-07,1934_1935
Sleipner,Örgryte,4,1,7 817,Elias Englund,1934-10-14,1934_1935
Landskrona,Elfsborg,0,4,497,Carl Simonsson,1934-10-14,1934_1935
Helsingborg,IFK Eskilstuna,2,3,1 862,John Johansson,1934-10-14,1934_1935
Gefle,Göteborg,1,2,6 622,John Andersson,1934-10-14,1934_1935
Gais,AIK,1,1,8 612,Helmer Edlund,1934-10-14,1934_1935
Sleipner,Gefle,5,1,7 129,Oscar Wallander,1934-10-21,1934_1935
Sandviken,Landskrona,3,1,3 200,Ivar Gustafsson,1934-10-21,1934_1935
Helsingborg,Örgryte,0,1,3 585,Rudolf Eklöw,1934-10-21,1934_1935
Göteborg,AIK,1,0,21 740,Otto Ohlsson,1934-10-21,1934_1935
Elfsborg,Gais,1,4,4 500,Erik Malmström,1934-10-21,1934_1935
Örgryte,Helsingborg,2,1,9 908,Ivan Eklind,1934-10-28,1934_1935
Sleipner,Sandviken,3,1,11 262,Gunnar Wenzel,1934-10-28,1934_1935
Landskrona,Gais,3,1,1 558,Elias Englund,1934-10-28,1934_1935
Halmstad,Gefle,4,2,3 200,Axel Hult,1934-10-28,1934_1935
IFK Eskilstuna,Elfsborg,1,6,4 284,Erik Granqvist,1934-10-28,1934_1935
AIK,Göteborg,3,0,21 000,Sölve Flisberg,1934-10-28,1934_1935
Landskrona,Göteborg,1,1,2 039,Ernst Hansson,1934-11-04,1934_1935
Gais,Halmstad,0,6,4 889,Erik Sahlin,1934-11-04,1934_1935
Elfsborg,Örgryte,2,1,4 745,Alfred Pärsson,1934-11-04,1934_1935
AIK,Sandviken,7,1,17 000,Harvid Abrahamsson,1934-11-04,1934_1935
Halmstad,Örgryte,1,3,4 911,Erik Malmström,1934-11-11,1934_1935
Göteborg,Sleipner,2,0,10 635,Ragnar Bäckström,1934-11-11,1934_1935
Helsingborg,Gefle,3,1,3 088,Carl Olsson,1934-11-11,1934_1935
Örgryte,Halmstad,2,2,5 053,Erik Malmström,1935-03-31,1934_1935
Gais,Elfsborg,2,0,4 752,Ragnar Bäckström,1935-04-07,1934_1935
Landskrona,Halmstad,1,2,2 119,Sölve Flisberg,1935-04-07,1934_1935
Helsingborg,Sleipner,5,4,5 106,Carl Olsson,1935-04-14,1934_1935
Halmstad,AIK,0,0,8 000,Otto Ohlsson,1935-04-14,1934_1935
Göteborg,IFK Eskilstuna,3,0,8 792,Rudolf Eklöw,1935-04-14,1934_1935
Elfsborg,Gefle,3,1,5 068,David Andersson,1935-04-14,1934_1935
Örgryte,AIK,1,3,19 000,Helmer Edlund,1935-04-22,1934_1935
Sleipner,Gais,1,2,10 700,John Andersson,1935-04-22,1934_1935
Sandviken,Göteborg,0,0,6 550,Ivan Eklind,1935-04-22,1934_1935
Halmstad,Landskrona,2,1,4 900,Gunnar Wenzel,1935-04-22,1934_1935
IFK Eskilstuna,Gefle,4,1,4 600,Thore Ekström,1935-04-22,1934_1935
Elfsborg,Helsingborg,5,1,8 165,Erik Granqvist,1935-04-22,1934_1935
Sleipner,Göteborg,2,1,8 486,Ivar Gustafsson,1935-04-28,1934_1935
Gais,Helsingborg,1,1,9 488,Gustaf Ekberg,1935-04-28,1934_1935
Elfsborg,IFK Eskilstuna,3,3,5 852,Oscar Wallander,1935-04-28,1934_1935
AIK,Örgryte,3,0,15 000,Sölve Flisberg,1935-04-28,1934_1935
Landskrona,Sandviken,5,0,2 571,Erik Björk,1935-04-28,1934_1935
Örgryte,Gais,1,3,5 583,Ernst Hansson,1935-05-03,1934_1935
Sandviken,AIK,1,3,8 110,John Johansson,1935-05-05,1934_1935
Landskrona,Gefle,6,0,2 596,Elias Englund,1935-05-05,1934_1935
Helsingborg,Halmstad,4,0,6 730,Ivan Eklind,1935-05-05,1934_1935
Göteborg,Elfsborg,1,0,11 915,Otto Ohlsson,1935-05-05,1934_1935
IFK Eskilstuna,Sleipner,2,0,7 336,Erik Granqvist,1935-05-05,1934_1935
Gefle,Sandviken,2,5,4 000,Ragnar Bäckström,1935-05-08,1934_1935
Gais,Göteborg,0,4,14 272,Alfred Pärsson,1935-05-10,1934_1935
Örgryte,Elfsborg,0,3,6 278,Carl E. Andersson,1935-05-12,1934_1935
Sleipner,Landskrona,6,2,5 837,Rudolf Eklöw,1935-05-12,1934_1935
Halmstad,Sandviken,0,0,3 000,Carl Simonsson,1935-05-12,1934_1935
Gefle,Helsingborg,1,1,2 962,Ivar Gustafsson,1935-05-12,1934_1935
AIK,IFK Eskilstuna,4,1,17 000,Erik Malmström,1935-05-12,1934_1935
